WOJ,POW,NAZWA
30,30,Orzechowo
30,30,Białobrzeg
30,29,Wojciechowo
30,29,Adamowo
30,29,Barłożnia Gościeszyńska
30,29,Poświętno
30,29,Przemęt
30,24,Gaj Mały
30,30,Sobiesiernie
30,29,Kębłowo
30,23,Skarboszewo
30,23,Staw
30,23,Strzałkowo
30,25,Borowo
30,25,Rumiejki
30,25,Dębicz
30,25,Kijewo
30,23,Borki
30,23,Józefowo
30,23,Marcewo
30,24,Biezdrowo
30,24,Karolewo
30,22,Ostrobudki
30,22,Izbice
30,22,Łąkta
30,22,Sierakowo
30,28,Przysieka
30,28,Toniszewo
30,26,Ostrowieczno
30,26,Wieszczyczyn
30,26,Kiełczynek
30,24,Dolne Pole
30,24,Stramnica
30,24,Gorgoszewo
30,23,Szetlewek
30,23,Orchowo
30,23,Rękawczyn
30,23,Wólka Orchowska
30,23,Giewartów-Holendry
30,24,Kępa
30,24,Przyborowo
30,27,Wola Piekarska
30,27,Dzierzbotki
30,27,Nowy Świat
30,20,Grodzisko
30,23,Skokum
30,26,Kopyta
30,26,Brześnica
30,28,Budziszewice
30,28,Kuszewo
30,20,Sowina Błotna
30,21,Dakowy Suche
30,21,Kalwy
30,21,Niepruszewo
30,25,Chwalęcin
30,25,Kruczynek
30,25,Wolica Pusta
30,21,Słupia
30,21,Zimin
30,21,Komorniki
30,22,Konary
30,31,Sokolna
30,31,Barankowo
30,3,Ćwierdzin
30,3,Gaj
30,3,Cielimowo
30,2,Dzierżążno Małe
30,2,Gieczynek
30,13,Ziemnice
30,3,Królewiec
30,13,Targowisko
30,13,Wyciążkowo
30,13,Frankowo
30,13,Grodzisko
30,10,Buszkowo
30,16,Gorzewo
30,2,Niekursko
30,2,Sarcz
30,10,Chlebowo
30,10,Wilcza Kłoda
30,10,Witkowice
30,10,Zaryń
30,8,Zmyślona Słupska
30,8,Mikorzyn
30,23,Jaroszyn-Kolonia
30,29,Obra
30,8,Chojęcin
30,8,Gola
30,8,Weronikopole
30,16,Kowanowo
30,16,Łukowo
30,2,Piłka
30,21,Stara Górka
30,22,Dubin
30,27,Krępa
30,27,Bierzmo
30,29,Niałek Wielki
30,27,Siedliska
30,27,Skarżyn
30,27,Tokary Pierwsze
30,27,Grąbków
30,25,Młodzikówko
30,29,Błotnica
30,29,Siedlec
30,29,Błocko
30,29,Osłonin
30,29,Siekówko
30,24,Stobnicko
30,24,Dobrojewo
30,24,Nowa Wieś
30,23,Młodziejewice
30,23,Ostrowo Kościelne
30,23,Paruszewo
30,21,Wróblewo
30,11,Nowy Dwór
30,11,Bronikowo
30,6,Lisew
30,9,Łążek
30,13,Brylewo
30,13,Mierzejewo
30,18,Bałdowice
30,9,Tarnówka
30,7,Janków Trzeci
30,10,Aleksandrówek
30,2,Średnica
30,4,Wziąchów
30,9,Dąbrowa
30,6,Bieździadów
30,21,Palędzie
30,21,Komorniki
30,21,Markowice
30,24,Sierpówko
30,22,Golejewo
30,22,Kubeczki
30,10,Racięcice
30,9,Nowiny Brdowskie
30,9,Osówie
30,5,Stodolsko
30,9,Lipiny
30,7,Bałdoń
30,11,Jurkowo
30,18,Wygoda Tokarska
30,7,Nadzież
30,18,Kuźnica Bobrowska
30,18,Zawady
30,10,Błonawy
30,18,Bledzianów
30,18,Jesiona
30,18,Kochłowy
30,14,Chudobczyce
30,4,Rębowo
30,4,Bułaków
30,5,Snowidowo
30,9,Trzęśniew
30,4,Magdalenki
30,26,Zakrzewice
30,23,Siernicze Małe
30,23,Anastazewo
30,23,Piotrowice
30,28,Sławica
30,28,Komasin
30,28,Bukowiec
30,28,Kołybiec
30,24,Huby-Oporowo
30,7,Michałów
30,7,Goliszew
30,7,Russów
30,10,Kraśnica
30,13,Tworzanice
30,13,Henrykowo
30,10,Potażniki
30,1,Zbyszewice
30,17,Bugaj
30,9,Dąbrówka
30,9,Dębina
30,13,Kłoda
30,15,Błaki
30,10,Roztoka
30,10,Wola Spławiecka
30,15,Bródki
30,15,Józefowo
30,1,Milcz
30,16,Tłukawy
30,4,Jawory
30,9,Borysławice Kościelne
30,9,Bylice
30,9,Bylice-Kolonia
30,2,Ciszkowo
30,2,Gajewo
30,4,Osowo
30,4,Sikorzyn
30,4,Stary Gostyń
30,4,Stężyca
30,15,Przyłęk
30,15,Stary Tomyśl
30,1,Lipa
30,1,Sokolec
30,9,Rysiny-Kolonia
30,9,Straszków
30,11,Olszewo
30,10,Adamowo
30,10,Alinowo
30,5,Wilanowo
30,15,Boruja Kościelna
30,7,Chrusty
30,7,Ciepielew
30,2,Łokacz Mały
30,10,Janowo
30,10,Danków
30,10,Kalinowiec
30,10,Marszewo
30,7,Cieszyków
30,17,Kuźnica Kącka
30,13,Dłużyna
30,13,Dominice
30,13,Grotniki
30,14,Białokoszyce
30,12,Nowy Folwark
30,20,Robaków
30,17,Biskupice
30,17,Biskupice Ołoboczne
30,17,Gniazdów
30,17,Kurów
30,20,Gołuchów
30,20,Jedlec
30,4,Bączylas
30,5,Kąkolewo
30,10,Budzisław Kościelny
30,10,Izabelin
30,10,Jabłonka
30,12,Bestwin
30,12,Chachalnia
30,12,Perzyce
30,3,Woźniki
30,2,Krosin
30,2,Krosinek
30,2,Przybychowo
30,2,Tarnówko
30,3,Szydłowo
30,3,Wydartowo
30,10,Pogorzałki
30,21,Dębiec
30,21,Kamionki
30,30,Chocicza Wielka
30,25,Zielniczki
30,27,Bądków Drugi
30,27,Boleszczyn
30,27,Gąsin
30,9,Lipie Góry
30,21,Bytkowo
30,21,Cerekwica
30,21,Pawłowice
30,21,Rostworowo
30,21,Dębienko
30,21,Jeziorki
30,21,Lusowo
30,22,Golina Wielka
30,22,Sułów Mały
30,27,Dzierżązna
30,27,Szadów Pański
30,27,Beznazwa
30,5,Granówko
30,4,Gogolewo
30,3,Malenin
30,3,Mąkownica
30,24,Jakubowo
30,24,Samołęż
30,24,Wróblewo
30,25,Szrapki
30,25,Bukowy Las
30,25,Murzynowo Kościelne
30,25,Rusibórz
30,25,Sabaszczewo
30,23,Wólka
30,23,Kopojno
30,23,Koszelewska Łąka
30,23,Myszakówek
30,19,Kosztowo
30,19,Stare
30,17,Hetmanów
30,9,Jagiełłów
30,9,Kaleń Mała
30,3,Leśniewo
30,3,Łubowo
30,3,Owieczki
30,3,Przyborowo
30,3,Rzegnowo
30,15,Strzyżewo
30,9,Dąbrowice Częściowe
30,12,Pogorzałki Wielkie
30,12,Sapieżyn
30,12,Staniew
30,12,Stara Obra
30,10,Junno
30,19,Dąbki
30,12,Konarzew
30,3,Kowalewo
30,12,Walerianów
30,2,Połajewo
30,2,Sierakówko
30,3,Chłądowo
30,10,Milin
30,17,Konradów
30,14,Charcice
30,20,Łęg
30,17,Gałązki Wielkie
30,20,Kucharki
30,20,Kuchary
30,4,Bogdanki
30,4,Janiszewo
30,3,Miława
30,3,Popielewo
30,9,Łaziska
30,28,Rąbczyn
30,28,Rudnicze
30,28,Sienno
30,28,Werkowo
30,26,Pokrzywnica
30,26,Brzóstownia
30,26,Kołacin
30,27,Cichów
30,27,Dąbrowa
30,14,Prusim
30,19,Konstantynowo
30,19,Młotkówko
30,19,Polanowo
30,4,Smogorzewo
30,7,Skrajnia Blizanowska
30,7,Szadek
30,22,Pakosław
30,22,Pomocno
30,22,Zaorle
30,22,Dębno Polskie
30,23,Smolniki Powidzkie
30,23,Wylatkowo
30,23,Kąty
30,23,Koszuty Małe
30,23,Kowalewo-Sołectwo
30,21,Szewce
30,21,Wiktorowo
30,21,Wysoczka
30,7,Kurza
30,9,Żurawieniec
30,9,Olszak
30,9,Budy-Gole
30,9,Chrzanowo
30,9,Czerwonka
30,12,Mokronos
30,12,Serafinów
30,4,Żytowiecko
30,3,Jastrzębowo
30,3,Kruchowo
30,7,Ceków-Kolonia
30,10,Radwaniec
30,10,Tokarki
30,10,Wieruszew
30,10,Wola Łaszczowa
30,4,Karolew
30,9,Zieleniec
30,5,Sepno
30,15,Lewiczynek
30,17,Dobrzec
30,17,Janisławice
30,7,Wyganki
30,20,Białobłoty
30,9,Lubiny
30,8,Baranów
30,10,Lisewo
30,10,Popielewo
30,1,Trzaskowice
30,9,Bogusławice-Nowiny
30,18,Kuźnica Grabowska
30,5,Kowalewo
30,5,Maksymilianowo
30,1,Rataje
30,14,Dormowo
30,7,Dębniałki
30,7,Piskory
30,2,Smolarnia
30,6,Kretków
30,7,Korzekwin
30,7,Kuczewola
30,17,Możdżanów
30,17,Sośnie
30,17,Szklarka Śląska
30,18,Michałów
30,4,Karzec
30,9,Ladorudzek
30,9,Ponętów Dolny
30,19,Dolaszewo
30,19,Leżenica-Kolonia
30,14,Wielowieś
30,14,Bucharzewo
30,14,Chalin
30,10,Belny
30,3,Małachowo-Kępe
30,28,Łęgowo
30,28,Łukowo
30,28,Ochodza
30,24,Zamorze
30,29,Kiełpiny
30,21,Węglewo
30,24,Mieściska
30,25,Brzeziny
30,25,Januszewo
30,25,Koszuty
30,30,Gulczewko
30,30,Kaczanowo
30,30,Kleparz
30,30,Nowy Folwark
30,30,Osowo
30,23,Gostuń
30,23,Milejewo
30,23,Chrzanowo
30,26,Żabno
30,23,Mlecze
30,21,Bednary
30,11,Betkowo
30,11,Gorzyce
30,11,Piotrkowice
30,11,Choryń
30,10,Kuchary Borowe
30,16,Wychowaniec
30,16,Żerniki
30,16,Owieczki
30,11,Kurza Góra
30,11,Łagiewniki
30,11,Osiek
30,19,Liszkowo
30,14,Gralewo
30,7,Kosmów
30,13,Ratowice
30,27,Stefania
30,4,Krajewice
30,4,Ostrowo
30,4,Szczodrochowo
30,4,Chwałkowo
30,15,Wytomyśl
30,1,Jaktorowo
30,7,Ostrów Kaliski
30,7,Piegonisko-Pustkowie
30,9,Tarnówka
30,9,Lipiny
30,9,Głębokie
30,31,Augustowo
30,31,Osowiec
30,31,Bługowo
30,31,Dzierzążenko
30,9,Boguszyniec
30,11,Turew
30,11,Widziszewo
30,2,Gębice
30,31,Śmiardowo Krajeńskie
30,23,Trąbczyn Dworski
30,24,Chełminko
30,27,Dąbrowica-Kolonia
30,10,Synogać
30,10,Ziemięcin
30,3,Odrowąż
30,3,Ostrowite Prymasowskie
30,3,Piaski
30,2,Marianowo
30,10,Wilczogóra
30,12,Świnków
30,9,Drzewce
30,16,Dąbrówka Ludomska
30,2,Osiniec
30,2,Radolin
30,2,Rudka
30,2,Rychlik
30,3,Popowo Tomkowe
30,10,Goździków
30,10,Witnica
30,10,Zarzewek
30,6,Sierszew
30,6,Szczonów
30,6,Żerniki
30,7,Blizanówek
30,7,Bronibór
30,7,Murowaniec
30,3,Niechanowo
30,10,Posada
30,5,Ujazd
30,5,Ujazd-Huby
30,5,Wąbiewo
30,15,Piotry
30,11,Bieczyny
30,15,Kopanki
30,16,Wymysłowo
30,16,Cieśle
30,16,Kaziopole
30,11,Kiełczewo
30,11,Kurowo
30,11,Mikoszki
30,14,Dzięcielin
30,1,Heliodorowo
30,18,Przytocznica
30,18,Mieleszówka
30,13,Smyczyna
30,13,Dąbcze
30,13,Jabłonna
30,13,Kaczkowo
30,13,Nowa Wieś
30,18,Zajączki
30,15,Bolewice
30,15,Terespotockie
30,10,Przytuki
30,16,Skrzetusz
30,7,Żerniki
30,20,Szymanowice
30,20,Tomice
30,20,Wronów
30,6,Osiek
30,9,Katarzyna
30,9,Leśnica
30,9,Mikołajówek
30,9,Podlesie
30,9,Sokołowo
30,9,Wrząca Wielka
30,9,Białków Górny
30,7,Szosa Turecka
30,10,Galiszewo
30,18,Renta
30,5,Doły
30,5,Karczewo
30,5,Lubiechowo
30,31,Plecemin
30,31,Węgierce
30,10,Obory
30,3,Golimowo
30,3,Ujazd
30,3,Działyń
30,10,Krągola
30,5,Prochy
30,5,Pruszkowo
30,5,Śniaty
30,5,Wilkowo Polskie
30,4,Gola
30,12,Baszyny
30,12,Brzoza
30,17,Gutów
30,17,Wtórek
30,7,Petryki
30,21,Złotniczki
30,21,Krzyszkowo
30,21,Starzyny
30,21,Sobota
30,21,Rumianek
30,21,Sierosław
30,30,Chociczka
30,27,Cisew
30,27,Korytków
30,27,Obrębizna
30,27,Kamionka
30,12,Łagiewniki
30,12,Smolice
30,12,Wyganów
30,9,Kiejsze
30,10,Noć
30,10,Nykiel
30,8,Łęka Mroczeńska
30,17,Będzieszyn
30,17,Cegły
30,17,Górzno
30,17,Kołątajew
30,17,Słaborowice
30,21,Dachowa
30,21,Dziećmierowo
30,21,Runowo
30,21,Daszewice
30,21,Radzewice
30,30,Białężyce
30,30,Bardo
30,25,Strzeszki
30,25,Romanowo
30,25,Trzebisławki
30,21,Zbierkowo
30,21,Kobylniki
30,21,Chyby
30,21,Góra
30,21,Sady
30,22,Giżyn
30,22,Pakówka
30,27,Chylin
30,27,Głogowa
30,25,Pętkowo
30,25,Pierzchno
30,25,Staniszewo
30,25,Włostowo
30,23,Nowa Wieś
30,24,Nojewo
30,24,Przystanki
30,23,Bielawy
30,21,Główna
30,21,Jerzykowo
30,21,Kołatka
30,21,Pruszewiec
30,21,Jasin
30,21,Kobylnica
30,21,Sarbinowo
30,21,Wierzonka
30,21,Borówiec
30,21,Czmoń
30,21,Radzewo
30,21,Robakowo
30,24,Pożarowo
30,24,Wierzchocin
30,25,Chłapowo
30,23,Anielewo
30,22,Grąbkowo
30,22,Nowy Sielec
30,21,Biernatki
30,27,Sarbicko
30,27,Albertów
30,27,Budy Słodkowskie
30,27,Chlebów
30,26,Psarskie
30,21,Miękowo
30,31,Brzeźnica
30,27,Feliksów
30,27,Miłaczew
30,23,Policko
30,29,Nowa Obra
30,21,Czerlejnko
30,29,Olejnica
30,24,Jaryszewo
30,24,Słopanowo
30,24,Kluczewo
30,30,Psary Wielkie
30,30,Wódki
30,23,Katarzynowo
30,23,Sierakowo
30,23,Skąpe
30,23,Pospólno
30,25,Wolica Kozia
30,25,Brodowo
30,21,Łódź
30,21,Strykowo
30,21,Zielątkowo
30,21,Złotkowo
30,26,Błażejewo
30,26,Lubiatowo
30,26,Małachowo
30,21,Śródka
30,21,Brzeźno
30,22,Niemarzyn
30,22,Oczkowice
30,22,Roszkowo
30,27,Stawki
30,21,Bolechowo
30,22,Wydartowo Drugie
30,22,Zaborowice
30,25,Chwałkowo
30,26,Chrząstowo
30,26,Łężek
30,24,Podrzewie
30,24,Wilczyna
30,30,Bugaj
30,24,Kiączyn
30,24,Kopanina
30,30,Gorzyce
30,30,Kębłowo
30,22,Sowy
30,22,Stwolno
30,22,Zawady
30,22,Żylice
30,23,Cienin Kościelny
30,23,Kochowo
30,25,Witowo
30,24,Gąsawy
30,27,Ostrówek
30,27,Rzymsko
30,27,Rzymsko BG
30,27,Żeronice
30,27,Będziechów
30,20,Brzezie
30,20,Janków
30,20,Kowalew
30,20,Pacanowice
30,23,Osiny
30,23,Wincentowo
30,23,Podbiel
30,23,Trąbczyn
30,23,Suszewo
30,23,Różanna
30,23,Tumidaj
30,26,Międzychód
30,27,Paulinów
30,27,Radyczyny-Kolonia
30,28,Kopanina
30,28,Kozielsko
30,28,Modrzewie
30,21,Świątniki
30,21,Żabinko
30,21,Boduszewo
30,21,Głębocko
30,20,Cieśle
30,30,Grzymysławice
30,30,Kawęczyn
30,30,Marzenin
30,23,Salamonowo
30,23,Gałczynek
30,23,Myślątkowo
30,21,Żegowo
30,26,Borgowo
30,23,Borówiec
30,23,Siernicze Wielkie
30,23,Szyszłowo
30,24,Ćmachowo
30,24,Kłodzisko
30,28,Bliżyce
30,28,Lechlin
30,20,Chorzew
30,21,Dobra
30,21,Wielka Wieś
30,28,Koninek
30,28,Łaziska
30,28,Oporzyn
30,24,Rudka
30,24,Zajączkowo
30,29,Boruja
30,29,Grójec Wielki
30,29,Jaromierz
30,29,Mała Wieś
30,29,Nowa Tuchorza
30,30,Książno
30,29,Powodowo
30,29,Stara Dąbrowa
30,29,Stradyń
30,27,Wichertów
30,27,Kępina
30,22,Gostkowo
30,28,Buszewo
30,29,Borek
30,29,Kluczewo
30,30,Skotniki
30,30,Szczodrzejewo
30,30,Dłusk
30,29,Wąchabno
30,29,Gościeszyn
30,24,Chrusty
30,25,Miąskowo
30,23,Poniatówek
30,23,Wilczna
30,26,Mórka
30,26,Ostrowo
30,28,Sława Wielkopolska
30,28,Aleksandrowo
30,28,Podolin
30,28,Bracholin
30,28,Grylewo
30,28,Kaliska
30,3,Modliszewo
30,3,Pyszczynek
30,3,Wierzbiczany
30,17,Huta
30,8,Łęka Opatowska
30,8,Marianka Siemieńska
30,8,Opatów
30,8,Raków
30,10,Piotrkowice
30,10,Żychlin
30,10,Dąbrowa Duża
30,20,Czermin
30,6,Zakrzew
30,12,Wróżewy
30,14,Ławica
30,15,Kuślin
30,15,Śliwno
30,15,Turkowo
30,15,Wąsowo
30,21,Bogucin
30,27,Kozubów
30,27,Krwony
30,27,Olimpia
30,27,Tarnowa
30,27,Chrapczew
30,27,Czyste
30,27,Dąbrowica
30,27,Linne
30,31,Nowe Potulice
30,31,Brokęcino
30,31,Rydzynka
30,31,Osówka
30,14,Gnuszyn
30,19,Jabłonowo
30,19,Kruszewo
30,11,Żydowo
30,13,Miastko
30,10,Teresina
30,4,Babkowice
30,2,Teresin
30,10,Łagiewniki
30,10,Nowe Grądy
30,10,Nowa Ciświca
30,7,Annówka
30,7,Kuszyn
30,16,Podlesie
30,10,Szyszyńskie Holendry
30,17,Jelitów
30,4,Głoginin
30,10,Kaliska
30,9,Olszówka
30,9,Tomaszew
30,3,Imiołki
30,11,Stara Przysieka Pierwsza
30,9,Jasieniec
30,13,Stary Belęcin
30,13,Górka Duchowna
30,17,Ligota
30,17,Przybysławice
30,17,Sulisław
30,17,Szczurawice
30,2,Kępa
30,10,Ostrowo
30,9,Smólniki Racięckie
30,10,Bobrowo
30,17,Śliwniki
30,12,Henryków
30,10,Siedliska
30,12,Kaniew
30,7,Stobno Siódme
30,7,Zadowice
30,31,Kleszczyna
30,31,Klukowo
30,31,Krzywa Wieś
30,31,Nowa Święta
30,31,Radawnica
30,31,Wąsosz
30,31,Kamień
30,31,Sławianowo
30,31,Batorowo
30,31,Kiełpin
30,31,Lipka
30,31,Glinki Suche
30,31,Lotyń
30,31,Podgaje
30,6,Twardów
30,6,Wola Książęca
30,10,Radwańczewo
30,16,Nieczajna
30,16,Pacholewo
30,16,Przeciwnica
30,4,Lafajetowo
30,5,Kurowo
30,9,Łęka
30,9,Ruszków Drugi
30,7,Dojutrów
30,19,Witrogoszcz-Kolonia
30,4,Krzyżanki
30,9,Tarnówka
30,12,Wyki
30,17,Strzyżew
30,12,Suśnia
30,2,Boruszyn
30,10,Lichnowo
30,10,Nowy Czarków
30,27,Władysławów
30,3,Nidom
30,10,Patrzyków
30,7,Poklęków
30,6,Stęgosz
30,7,Marcjanów
30,4,Waszkowo
30,3,Potrzymowo
30,3,Żółcz
30,3,Cytrynowo
30,3,Grabowo
30,3,Kamieniec
30,3,Kozłowo
30,7,Zajączki
30,7,Niemiecka Wieś
30,18,Mąkoszyce
30,10,Adamów
30,3,Skorzęcin
30,3,Gołąbki
30,7,Gostynie
30,7,Radliczyce
30,10,Winnica
30,9,Baranowiec
30,5,Parzęczewo
30,5,Puszczykowo
30,15,Lubień
30,15,Łęczno
30,20,Wszołów
30,20,Borucin
30,21,Wojnówko
30,21,Bociniec
30,26,Mateuszewo
30,23,Ostrowite
30,23,Przecław
30,23,Koszary Jarockie
30,23,Kania
30,23,Brzozogaj
30,29,Mariankowo
30,29,Nieborza
30,29,Reklin
30,22,Niedźwiadki
30,22,Masłowo
30,22,Załęcze
30,17,Młynik
30,13,Włoszakowice
30,14,Chrzypsko Małe
30,12,Orpiszew
30,12,Romanów
30,20,Psienie-Ostrów
30,20,Strzydzew
30,14,Mościejewo
30,17,Chotów
30,17,Miedzianów
30,20,Czerminek
30,20,Krzywosądów
30,4,Grodzisko
30,14,Rozbitek
30,19,Wyrzysk Skarbowy
30,19,Sędziniec
30,19,Tłukomy
30,7,Łaszków
30,9,Lucynowo
30,9,Bowyczyny
30,16,Gołaszyn
30,12,Orla
30,14,Upartowo
30,5,Kąkolewo
30,5,Niemierzyce
30,18,Czajków
30,4,Ciołkowo
30,4,Posadowo
30,4,Przyborowo
30,4,Stara Krobia
30,5,Zielęcin
30,19,Kłoda
30,19,Leżenica
30,19,Nowa Łubianka
30,10,Bilczew
30,10,Strumyk
30,14,Radgoszcz
30,14,Tuczępy
30,3,Małachowo-Szemborowice
30,3,Mielżyn
30,10,Wąsosze
30,10,Boguszyce
30,4,Drzęczewo Pierwsze
30,9,Mniewo
30,9,Nowa Wioska
30,9,Przybyszew
30,17,Ołobok
30,17,Raduchów
30,17,Rososzyca
30,11,Stare Bojanowo
30,5,Jabłonna
30,10,Izabelin
30,25,Ołaczewo
30,25,Dębiczek
30,23,Grzybków
30,23,Kowalewo-Góry
30,23,Marcewek
30,23,Michałowo
30,23,Szkudłówka
30,24,Śmiłowo
30,28,Brzeźno
30,28,Grzybowo
30,28,Potrzanowo
30,20,Taczanów Pierwszy
30,21,Dobieżyn
30,21,Wygoda
30,18,Mielcuchy
30,4,Kuczynka
30,9,Grzegorzew
30,10,Złotków
30,10,Skulsk
30,3,Ruchocinek
30,3,Kąpiel
30,3,Rakowo
30,10,Podgór
30,7,Pruszków
30,6,Żółków
30,7,Bogucice
30,7,Krowica Pusta
30,28,Potulice
30,28,Przysieczyn
30,28,Runowo
30,28,Sarbka
30,28,Siedleczko
30,26,Chwałkowo Kościelne
30,26,Zawory
30,27,Izabelin
30,24,Chlewiska
30,24,Radzyny
30,30,Biechowo
30,28,Smuszewo
30,28,Tomczyce
30,24,Wilkowo
30,14,Lutomek
30,15,Trzcianka
30,24,Ostrolesie
30,24,Koźle
30,27,Mikulice
30,27,Rzechta
30,27,Zagaj
30,20,Bógwidze
30,20,Lubomierz
30,20,Łaszew
30,20,Piekarzew
30,26,Esterpole
30,26,Grzybno
30,25,Chocicza
30,25,Kolniczki
30,25,Radliniec
30,25,Skoraczew
30,21,Modrze
30,21,Piekary
30,21,Witobel
30,26,Pinka
30,21,Tulce
30,21,Chomęcice
30,22,Piaski
30,22,Rozstępniewo
30,22,Woszczkowo
30,22,Chojno
30,14,Orzeszkowo
30,19,Karolewo
30,19,Rzęszkowo
30,19,Kijaszkowo
30,7,Jarantów-Kolonia
30,7,Pawłówek
30,7,Piotrów
30,9,Radoszewice
30,9,Zakrzewo
30,3,Strychowo
30,15,Stefanowo
30,9,Dobrów
30,9,Kościelec
30,10,Biskupice
30,12,Trzemeszno
30,12,Ruda
30,18,Salamony
30,18,Doruchów
30,3,Żydówko
30,12,Wałków
30,3,Karsewo
30,3,Malczewo
30,2,Stajkowo
30,19,Szydłowo
30,3,Wymysłowo
30,17,Kocina
30,13,Jezierzyce Kościelne
30,13,Ujazdowo
30,20,Wieczyn
30,17,Żakowice
30,17,Leziona
30,20,Macew
30,20,Popówek
30,3,Ostrowite
30,3,Rudki
30,30,Kołaczkowo
30,30,Żydowo
30,5,Albertowsko
30,5,Chrustowo
30,28,Dąbrowa
30,28,Piotrkowice
30,2,Sławno
30,30,Tarnowa
30,30,Walga
30,21,Wiórek
30,21,Pławno
30,21,Przebędowo
30,27,Przykona
30,27,Zimotki
30,27,Żeroniczki
30,22,Dąbrowa
30,4,Piaski
30,9,Leszcze Częściowe
30,10,Lisiec Wielki
30,10,Stare Miasto
30,10,Głębockie Pierwsze
30,9,Krzewo
30,3,Witkówko
30,4,Bruczków
30,11,Racot
30,2,Jędrzejewo
30,15,Róża
30,7,Dzięcioły
30,7,Przystajnia-Kolonia
30,9,Rycerzew
30,11,Sierpowo
30,11,Spławie
30,9,Dęby Szlacheckie
30,12,Smoszew
30,15,Bukowiec
30,2,Kwiejce
30,17,Przygodzice
30,17,Smardów
30,7,Dębe
30,7,Helenów
30,7,Ilno
30,7,Niedźwiady
30,10,Myślibórz
30,10,Radolina
30,13,Rojęczyn
30,13,Tarnowa Łąka
30,1,Strzelce
30,1,Sułaszewo
30,10,Wierzbie
30,10,Wroczewo
30,9,Gryglaki
30,9,Józefowo
30,5,Wioska
30,5,Augustowo
30,9,Nowa Wieś
30,7,Stare Prażuchy
30,7,Szadek
30,11,Gierłachowo
30,11,Jerka
30,18,Tokarzew
30,18,Torzeniec
30,7,Madalin
30,7,Zakrzyn
30,7,Bogusławice
30,7,Danowiec
30,7,Dzierzbin
30,18,Smolniki
30,4,Trzecianów
30,18,Korpysy
30,18,Myje
30,18,Olszyna
30,4,Tworzymirki
30,4,Bukownica
30,15,Dakowy Mokre
30,1,Nałęcza
30,1,Nowy Dwór
30,1,Strzelczyki
30,9,Lisice
30,7,Piegonisko-Wieś
30,7,Rożenno
30,22,Jeziora
30,22,Ostoje
30,4,Koszkowo
30,4,Skoków
30,15,Pąchy
30,7,Żegocin
30,6,Kąty
30,6,Prusy
30,9,Józefowo
30,9,Kłokoczyn
30,9,Powiercie
30,9,Wrząca Wielka-Kolonia
30,10,Rakowo
30,5,Goździchowo
30,5,Jaskółki
30,5,Konojad
30,5,Kotusz
30,5,Łęki Wielkie
30,1,Podanin
30,14,Wituchowo
30,9,Cegielnia
30,9,Głogowa
30,6,Bachorzew
30,6,Cielcza
30,6,Golina
30,17,Niemojewiec
30,17,Radłów
30,2,Biała
30,7,Zamęty
30,10,Racięcin
30,10,Adamów
30,17,Ociąż
30,12,Maciejew
30,10,Grądy
30,10,Ośno Górne
30,10,Dąbrowa
30,12,Cegielnia
30,12,Gałązki
30,13,Długie Stare
30,7,Nowa Kakawa
30,14,Łężce
30,19,Walentynowo
30,13,Potrzebowo
30,10,Szczepidło
30,4,Ziemlin
30,10,Królików
30,10,Jóźwin
30,7,Kościelec
30,7,Kościelec-Kolonia
30,7,Mycielin
30,7,Koźlątków
30,11,Nowe Borówko
30,11,Nowe Tarnowo
30,11,Piechanin
30,11,Stare Tarnowo
30,11,Bonikowo
30,11,Darnowo
30,11,Katarzynin
30,15,Łęczyce
30,16,Boguniewo
30,16,Dziewcza Struga
30,16,Laskowo
30,11,Krzan
30,11,Nielęgowo
30,11,Nowy Dębiec
30,19,Kościerzyn Mały
30,9,Tury
30,9,Adamin
30,14,Głażewo
30,14,Kamionna
30,14,Kolno
30,14,Łowyń
30,7,Kuźnica
30,13,Augustowo
30,13,Lasotki
30,10,Słomkowo
30,7,Aleksandria
30,20,Gizałki
30,20,Orlina Duża
30,20,Ruda Wieczyńska
30,6,Kadziak
30,6,Roszków
30,6,Siedlemin
30,9,Zbijewek
30,7,Józefów
30,9,Lucjanowo
30,7,Góry Zborowskie
30,7,Strugi
30,10,Mielnica Duża
30,10,Popielewo-Folwark
30,9,Babiak
30,9,Brdów
30,1,Stróżewice
30,14,Bielsko
30,10,Wielkopole
30,15,Grońsko
30,16,Ryczywół
30,9,Grabina Mała
30,23,Rozalin
30,23,Babin
30,26,Gaj
30,26,Kaleje
30,26,Pucołowo
30,28,Rościnno
30,11,Donatowo
30,11,Zadory
30,16,Nowakowo
30,16,Grudna
30,16,Owczegłowy
30,16,Parkowo
30,11,Kokorzyn
30,11,Nowe Oborzyska
30,19,Izdebki
30,14,Gorzyń
30,14,Krzyżkówko
30,11,Cichowo
30,11,Czerwona Wieś
30,13,Klonówiec
30,13,Koronowo
30,13,Lipno
30,13,Moraczewo
30,18,Szklarka Przygodzicka
30,18,Turze
30,10,Bolesławowo
30,1,Konstantynowo
30,9,Karszew
30,3,Sokołowo
30,9,Barłogi
30,11,Sepienko
30,11,Sierakowo
30,11,Szczodrowo
30,9,Osiek Wielki
30,2,Góra nad Notecią
30,2,Grzępy
30,21,Uchorowo
30,21,Gruszczyn
30,21,Paczkowo
30,27,Ogorzelczyn
30,27,Smaszew
30,27,Tarnowa
30,26,Szymanowo
30,21,Czerwonak
