WOJ,POW,NAZWA
10,16,Wolica
10,15,Żelazna
10,15,Podłęcze
10,8,Konin
10,2,Strzelce
10,3,Krzucz
10,5,Julianów
10,5,Mysłaków
10,12,Pławno
10,1,Stanisławów Pierwszy
10,1,Tatar
10,1,Chajczyny
10,5,Brzozów
10,2,Leszczynek
10,2,Sieraków
10,14,Tubądzin
10,10,Borowa
10,1,Wierzchy Strzyżewskie
10,1,Wierzchy Parzeńskie
10,1,Zarzecze
10,1,Ignaców
10,2,Włosków
10,2,Kopy
10,5,Szczudłów
10,5,Świeryż Pierwszy
10,5,Wygoda
10,10,Dąbrówka
10,18,Kopaniny
10,14,Kobylniki
10,17,Bieniądzice
10,17,Borowiec
10,3,Kustrzyce
10,3,Wola Marzeńska
10,3,Stare Kozuby
10,3,Pruszków
10,12,Orzechówek
10,12,Przybyszów
10,12,Ujazdówek
10,2,Nowe
10,2,Skłóty
10,15,Jeruzal
10,8,Majówka
10,9,Węże
10,9,Niżankowice
10,15,Siciska
10,15,Maków
10,14,Budy
10,14,Wólka Klonowska
10,17,Konopnica
10,12,Amelin
10,12,Kietlin
10,10,Tomawa
10,10,Baby
10,9,Brutus
10,11,Szczyty
10,11,Zawada
10,20,Konary
10,20,Małachowice
10,20,Sokolniki-Parcela
10,20,Osse
10,20,Dąbrówka-Sowice
10,14,Rowy
10,2,Złotniki
10,2,Żakowice
10,2,Boża Wola
10,2,Gnojno
10,2,Julinki
10,2,Ryków
10,3,Podłaszcze
10,3,Remiszew
10,4,Błonie
10,4,Chrząstówek
10,4,Janków
10,4,Kozuby
10,17,Masłowice
10,17,Piaski
10,17,Rychłowice
10,2,Nowe Ktery
10,1,Krześlów
10,1,Łobudzice
10,8,Mogilno Małe
10,7,Sielec
10,5,Goleńsko
10,5,Sierżniki
10,5,Domaniewice
10,7,Daleszewice
10,8,Budy Dłutowskie
10,5,Bobiecko
10,5,Czatolin
10,7,Wygnanów
10,7,Duży Potok
10,6,Kaletnik
10,7,Poświętne
10,2,Lipiny
10,5,Drogusza
10,5,Łazin
10,5,Oszkowice
10,1,Zalesie
10,3,Wola Kleszczowa
10,3,Zawady
10,1,Wygiełzów
10,8,Jastrzębieniec
10,8,Świerczyna
10,8,Chechło Drugie
10,2,Plecka Dąbrowa
10,2,Potok
10,2,Szewce Nadolne
10,2,Wojszyce
10,2,Wola Kałkowa
10,3,Czestków B
10,3,Czestków F
10,3,Kowalew
10,3,Petronelów
10,12,Rożny
10,12,Ruda
10,12,Zdania
10,12,Żaby
10,5,Złaków Borowy
10,6,Bedoń Przykościelny
10,6,Nowy Bedoń
10,6,Ludwików
10,1,Kozłówki
10,1,Zagadki
10,7,Zachorzów
10,2,Raj
10,2,Długołęka
10,5,Wrzeczko
10,5,Arkadia
10,3,Żagliny
10,17,Leniszki
10,9,Wola Wiewiecka
10,20,Lorenki
10,9,Skąpa
10,10,Boryszów
10,9,Wola Jankowska
10,1,Zalesie
10,12,Wólka Pytowska
10,10,Imielnia
10,10,Dęba-Majstry
10,2,Kozia Góra
10,2,Marianów
10,2,Niedrzew Drugi
10,18,Kolonia Osiek
10,2,Janiszew
10,2,Niedrzew Pierwszy
10,2,Muchnice Nowe
10,2,Sójki-Parcel
10,2,Klonowiec Stary
10,21,Adamów
10,21,Bielanki
10,21,Bronowice
10,21,Helenówka
10,21,Sadowa
10,21,Strzemboszewice
10,21,Buczek
10,21,Dąbrówka Duża
10,21,Dąbrówka Mała
10,21,Eufeminów
10,21,Gałkówek-Kolonia
10,21,Grzmiąca
10,21,Helenów
10,21,Ignaców
10,21,Jabłonów
10,21,Jaroszki
10,21,Jordanów
10,21,Kędziorki
10,21,Małczew
10,21,Marianów Kołacki
10,21,Paprotnia
10,21,Poćwiardówka
10,21,Polik
10,21,Teodorów
10,21,Przanówka
10,21,Gaj
10,21,Przecław
10,21,Rozworzyn
10,21,Syberia
10,21,Pieńki Henrykowskie
10,21,Szymaniszki
10,21,Henryków
10,21,Tadzin
10,21,Tworzyjanki
10,21,Witkowice
10,21,Zalesie
10,21,Bogdanka
10,21,Ścibiorów
10,21,Borki
10,21,Dąbrowa Mszadelska
10,21,Dmosin
10,21,Dmosin Drugi
10,21,Dmosin Pierwszy
10,21,Grodzisk
10,21,Kałęczew
10,21,Kamień
10,21,Kołacin
10,21,Kołacinek
10,21,Koziołki
10,21,Kuźmy
10,21,Lubowidza
10,21,Nadolna
10,21,Michałów
10,21,Nadolna-Kolonia
10,21,Nagawki
10,21,Janów
10,21,Nowostawy Dolne
10,21,Osiny
10,21,Rozdzielna
10,21,Szczecin
10,21,Teresin
10,21,Kraszew Wielki
10,21,Wiesiołów
10,21,Wola Cyrusowa
10,21,Wola Cyrusowa-Kolonia
10,21,Zawady
10,21,Ząbki
10,21,Jasień
10,21,Józefów
10,21,Kobylin
10,21,Kotulin
10,21,Marianów Rogowski
10,21,Mroga Dolna
10,21,Mroga Górna
10,21,Wągry
10,21,Olsza
10,21,Popień
10,21,Przyłęk Duży
10,21,Przyłęk Mały
10,21,Rogów-Parcela
10,21,Romanówek
10,21,Stefanów
10,21,Nowe Wągry
10,21,Zacywilki
10,13,Błażejewice
10,18,Górka Wieruszowska
10,1,Stawek
10,9,Bugaj Radoszewicki
10,9,Pieńki
10,4,Żabokrzeki
10,4,Bryski-Kolonia
10,4,Konstancin
10,14,Tomczyki
10,11,Boczki
10,12,Kolonia Krępa
10,12,Kolonia Lgota
10,8,Dobroń
10,8,Dobroń Mały
10,4,Piekacie
10,2,Rejmontów
10,6,Starowa Góra
10,14,Tumidaj
10,14,Antonin
10,14,Rokitowiec
10,14,Waszkowskie
10,14,Działy
10,14,Kopanina
10,14,Sambórz
10,14,Wola Majacka
10,3,Kolonia Bałucz
10,3,Młynisko
10,3,Wincentów
10,3,Ulejów
10,3,Kolonia Bilew
10,3,Borszewice Cmentarne
10,3,Borszewice Kolejowe
10,3,Borszewice Kościelne
10,3,Łopatki-Cegielnia
10,3,Wrzeszczewice Nowe
10,3,Orchów-Wesółka
10,3,Jabłonki
10,3,Wrzeszczewice-Tomaszew
10,3,Wrzeszczewice-Skrejnia
10,14,Oraczew
10,14,Tworkowizna
10,6,Kalinko
10,6,Kalino
10,6,Prawda
10,6,Romanów
10,6,Stara Gadka
10,10,Reczków Nowy
10,16,Paulinów
10,16,Zagóry
10,1,Zwierzyniec
10,10,Kobyłki
10,12,Chałupy
10,12,Józefów Stary
10,10,Kolonia Ręczno
10,16,Kolonia Łaznów
10,16,Janków Trzeci
10,16,Wilkucice Duże
10,16,Wilkucice Małe
10,1,Kolonia Szczercowska
10,16,Tresta
10,16,Kolonia Zawada
10,1,Kolonia Karczmy
10,1,Kolonia Kociszew
10,1,Kolonia Łobudzice
10,1,Kolonia Ostoja
10,1,Kolonia Pożdżenice
10,16,Łochów Nowy
10,2,Kazimierek
10,2,Franciszków Nowy
10,2,Annetów
10,2,Budy Nowe
10,2,Budy Stare
10,2,Śleszyn
10,2,Śleszynek
10,17,Biała-Parcela
10,9,Szczepany
10,9,Kabały
10,17,Strugi
10,14,Oraczew Mały
10,9,Ksawerów
10,12,Anielin
10,12,Odrowąż
10,12,Popielarnia
10,10,Juliopol
10,10,Przydatki
10,10,Pawłów Szkolny
10,2,Kazimierówka
10,7,Augustów
10,4,Gaj
10,8,Szczerki
10,15,Sielce Lewe
10,2,Gołębiew Nowy
10,2,Gołębiew Stary
10,2,Gołębiewek Nowy
10,2,Gołębiewek Stary
10,2,Obidówek
10,2,Kolonia Strzegocin
10,2,Żurawieniec
10,2,Nowe Sójki
10,2,Kolonia Sójki
10,6,Teolin
10,10,Bleszyn
10,12,Stary Widok
10,10,Jawora
10,10,Jarosty
10,2,Michałów
10,2,Mnich-Południe
10,2,Grotowice
10,2,Zaranna
10,2,Drzewoszki Małe
10,2,Wolska Kolonia
10,2,Baranowizna
10,2,Górki Stanisławskie
10,18,Kąty Walichnowskie
10,18,Rybka
10,18,Plęsy
10,18,Kalety
10,2,Marianka
10,3,Ostrów-Osiedle
10,3,Teodory-Osiedle
10,21,Stare Koluszki
10,6,Bronisin Dworski
10,6,Czyżeminek
10,6,Gospodarz
10,6,Grodzisko
10,6,Konstantyna
10,6,Guzew
10,6,Babichy
10,6,Huta Wiskicka
10,6,Tadzin
10,3,Mikołajówek
10,10,Brzoza
10,9,Pomiary
10,2,Bielawki
10,2,Komadzyn
10,2,Wysoka Wielka
10,2,Anielin
10,2,Chruścinek
10,6,Zofiówka
10,16,Brzustów
10,16,Józefów Stary
10,1,Kaszewice-Kolonia
10,10,Gazomia Nowa
10,10,Gazomia Stara
10,14,Kuźnica Zagrzebska-Kolonia
10,11,Spędoszyn-Kolonia
10,3,Kwiatkowice-Kolonia
10,3,Kwiatkowice-Las
10,19,Beleń-Kolonia
10,19,Holendry
10,21,Kraszew
10,13,Boguszyce Małe
10,13,Kurzeszynek
10,13,Nowy Kurzeszyn
10,13,Gaj
10,4,Wargawka Stara
10,4,Wargawa
10,9,Zamoście-Kolonia
10,1,Emilin
10,1,Folwark
10,2,Wychny-Parcela
10,10,Murowaniec
10,12,Budy
10,12,Kąsie
10,12,Piła Ruszczyńska
10,12,Ruszczyn
10,12,Chylczów
10,12,Psarki
10,1,Aleksandrów
10,4,Janów
10,3,Stryje Księże
10,3,Wiewiórczyn
10,4,Dzierzbiętów Mały
10,9,Stoczki
10,12,Załawie
10,18,Sopel
10,18,Góry
10,18,Siedliska
10,19,Boczki Nowe
10,19,Boczki Stare
10,19,Dziewulin
10,19,Kotlinki
10,19,Tomaszew
10,19,Przatów Dolny
10,19,Reduchów-Kolonia
10,19,Antonin
10,19,Hamentów
10,19,Kromolin Stary
10,19,Kromolin Nowy
10,19,Starostwo Szadek
10,19,Marcelin
10,12,Będzyn
10,19,Boczki-Parcela
10,19,Jamno
10,19,Lichawa-Parcela
10,19,Ogrodzim-Kolonia
10,19,Prusinowice-Parcela
10,19,Rzepiszew-Kolonia
10,19,Sikucin-Kolonia
10,19,Szadkowice-Ogrodzim
10,19,Wilamów-Kolonia
10,19,Wilamów-Parcela
10,19,Szadkowice-Kolonia
10,12,Cadówek
10,10,Placówka
10,6,Gołygów
10,6,Polska Wola
10,14,Gaj
10,14,Wągłczew-Kolonia
10,14,Orzeł Biały
10,10,Krężna-Kolonia
10,10,Rokszyce Drugie
10,20,Kolonia Głowa
10,20,Jeżewo
10,20,Łagiewniki Nowe
10,4,Świnice Warckie-Kolonia
10,14,Klonówka
10,14,Kuźniczka
10,11,Busina-Kolonia
10,17,Widoradz
10,10,Adamów
10,10,Bogusławice
10,10,Bronisławów
10,10,Brudaki
10,10,Dębsko
10,10,Golesze Duże
10,10,Golesze Małe
10,10,Kaleń
10,10,Janów
10,10,Komorniki
10,10,Krzykowice
10,10,Kuznocin
10,10,Leonów
10,10,Lubiaszów
10,10,Lubiatów
10,10,Marianów
10,10,Młynary
10,10,Młoszów
10,10,Apolonka
10,10,Modrzewek
10,10,Polichno
10,10,Polichno-Budy
10,10,Proszenie
10,10,Psary-Lechawa
10,10,Psary Witowskie
10,10,Stanisławów
10,10,Dębina
10,10,Węgrzynów
10,10,Psary Stare
10,10,Studzianki
10,10,Studzianki-Kolonia
10,10,Swolszewice Duże
10,10,Świątniki
10,10,Lubiatów-Zakrzew
10,10,Żarnowica Duża
10,10,Żarnowica Mała
10,10,Żywocin
10,11,Wola Sipińska
10,11,Wiorzyska
10,5,Bednary
10,11,Madaje Stare
10,2,Kliny
10,4,Tolów
10,8,Wymysłów-Enklawa
10,2,Bedlno-Wieś
10,2,Bedlno-Żbiwiec
10,10,Daszówka
10,1,Żbijowa
10,10,Jelica
10,14,Lipicze-Olendry
10,20,Brachowice
10,11,Brudnów Drugi
10,11,Brudnów Piąty
10,11,Brudnów Pierwszy
10,11,Brudnów Trzeci
10,11,Brudnów Stary
10,11,Stefanów
10,11,Marcinów
10,11,Piotrów
10,11,Wyrobki
10,11,Lubocha
10,11,Władysławów
10,8,Kolonia Ldzań
10,8,Morgi
10,8,Brogi
10,9,Kolonia Chorzew
10,9,Kiełczygłów-Okupniki
10,9,Kiełczygłów-Kolonia
10,12,Wierzbowiec
10,12,Wymysłów
10,14,Bukowskie
10,14,Klonowa Poduchowna
10,16,Pudło
10,18,Kolonia Wieruszowska
10,12,Seweryn
10,12,Wierzchlas
10,10,Janówka
10,21,Jasienin Duży
10,21,Jasienin Mały
10,21,Jankowice
10,16,Kolonia Dębniak
10,14,Wola Zadąbrowska Stara
10,14,Wola Zadąbrowska Nowa
10,10,Lubień
10,21,Lubiska
10,10,Łazy Duże
10,16,Łączkowice
10,10,Longinówka
10,14,Wilczkowice
10,16,Lipianki
10,2,Liliopol
10,10,Kisiele
10,13,Julianów Lesiewski
10,16,Kolonia Olszowa
10,16,Kolonia Ujazd
10,20,Konarzew
10,16,Konstancin
10,21,Kosiska
10,10,Kęszyn
10,18,Jeziorko
10,16,Józefin
10,4,Kraski
10,4,Łyków
10,1,Zofiówka
10,6,Bukowiec
10,6,Wódka
10,3,Czarnysz
10,3,Hipolitów
10,1,Rawicz
10,4,Kwiatkówek
10,7,Radzice Małe
10,3,Kwiatkowice
10,3,Leśnica
10,3,Piorunówek
10,1,Mauryców
10,2,Tomaszew
10,11,Złotniki-Kolonia
10,7,Grębenice
10,4,Balków
10,4,Bielice
10,4,Boguszyce
10,4,Czerników
10,4,Goślub
10,4,Goślub-Osada
10,4,Górki Łubnickie
10,4,Górki Pęcławskie
10,4,Janków
10,4,Janowice
10,4,Janówek
10,4,Jasionna
10,4,Konarzew
10,4,Błonie
10,4,Krzyszkowice
10,4,Łęka
10,4,Łubnica
10,4,Mchowice
10,4,Michałówka
10,4,Młynów
10,4,Mysłówka
10,4,Orądki
10,4,Orenice
10,4,Pęcławice
10,4,Piekary
10,4,Pokrzywnica
10,4,Rogaszyn
10,4,Stare Piaski
10,4,Leżajna
10,4,Sułkowice Drugie
10,4,Sułkowice Pierwsze
10,4,Sypin
10,4,Borowiec
10,4,Śladków Podleśny
10,4,Śladków Rozlazły
10,4,Witów
10,4,Włostowice
10,4,Żabokrzeki
10,9,Grądy
10,9,Kolonia Lisowice
10,18,Augustynów
10,18,Brzozowiec
10,18,Chojny
10,18,Dobrosław
10,18,Kolonia Dobrosław
10,18,Dymki
10,18,Huta
10,18,Kluski
10,18,Józefina
10,18,Kopaniny
10,18,Łęki Duże
10,18,Łęki Małe
10,18,Niemojew
10,18,Ostrycharze
10,18,Popielina
10,18,Swoboda
10,18,Świątkowice
10,18,Bielawy
10,13,Nowy Chodnów
10,10,Niechcice
10,21,Mościska
10,10,Nowa Wieś
10,13,Nowe Przyłuski
10,16,Niewiadów
10,16,Młynek
10,21,Mikulin
10,10,Milejowiec
10,10,Milejów
10,10,Mierzyn
10,15,Wólka-Podlesie
10,18,Brzeziny
10,4,Goszczędza
10,18,Gola
10,4,Golbice
10,6,Zielona Góra
10,2,Mariopol
10,16,Marszew
10,10,Magdalenka
10,16,Maksymów
10,20,Gołaszyny
10,10,Łochyńsko
10,16,Łominy
10,16,Ojrzanów
10,4,Jamy
10,11,Jadwisin
10,5,Jadzień
10,21,Olszewo
10,16,Olszowa
10,16,Olszowa-Piaski
10,16,Osiedle Niewiadów
10,2,Ostrówki
10,20,Piaski Rudnickie
10,10,Pieńki
10,20,Ignacew Folwarczny
10,20,Ignacew Parzęczewski
10,20,Ignacew Podleśny
10,20,Ignacew Rozlazły
10,17,Huta Czernicka
10,10,Rajsko Duże
10,10,Rajsko Małe
10,16,Przesiadłów
10,21,Przybyszyce
10,5,Jerzewo
10,4,Jastrzębia
10,17,Jasień
10,7,Jasion
10,4,Jaworów
10,4,Kadzidłowa
10,2,Kały-Towarzystwo
10,17,Józefina
10,3,Józefów Widawski
10,20,Julianki
10,12,Janów
10,4,Janów
10,20,Janów
10,18,Kolonia Bolesławiec-Chróścin
10,17,Kolonia Dąbrowice
10,12,Kolonia Dobryszyce
10,12,Teodorów Duży
10,16,Tobiasze
10,10,Truszczanek
10,16,Wólka Krzykowska
10,21,Wola Łokotowa
10,10,Wola Niechcicka Stara
10,21,Władysławowo
10,16,Władysławów
10,10,Wroników
10,16,Wykno
10,20,Wrzask
10,16,Wygoda
10,21,Zamłynie
10,16,Zaosie
10,16,Zaosie-Bronisławów
10,20,Konstantki
10,10,Romanówka
10,2,Rozopol
10,16,Sangrodz
10,7,Kamieniec
10,21,Rewica
10,21,Rewica Królewska
10,21,Rewica Szlachecka
10,21,Rewica-Kolonia
10,16,Skrzynki
10,20,Sosnowiec-Pieńki
10,10,Stara Wieś
10,21,Stare Leszczyny
10,16,Stasiolas
10,10,Stefanówka
10,10,Straszów
10,21,Strzelna
10,16,Szymanów
10,10,Świerczyńsko
10,21,Taurów
10,16,Teklów
10,13,Teresin
10,18,Kamionka
10,10,Karolinów
10,4,Kępina
10,7,Klew
10,7,Klew-Kolonia
10,11,Kłódno-Kolonia
10,4,Kobyle
10,4,Kurzjama
10,7,Kuraszków
10,4,Ksawerów
10,4,Ksawerówek
10,2,Krzewie
10,4,Pokrzywnia
10,5,Lasocin
10,17,Kuźnica Ługowska
10,17,Kuźnica Strobińska
10,17,Krzętle
10,20,Kowalewice
10,16,Królowa Wola
10,4,Kotków
10,20,Kozikówka
10,7,Poręba
10,4,Polamy
10,16,Poświętne
10,4,Potrzasków
10,2,Zgórze
10,10,Zmożna Wola
10,18,Zmyślona
10,16,Zaosie-Mącznik
10,2,Żakowiec
10,4,Pusta Wieś
10,17,Raducki Folwark
10,17,Raduczyce
10,7,Radwan
10,20,Radzibórz
10,20,Pustkowa Góra
10,4,Radzyń
10,2,Rdutów
10,4,Rochów
10,4,Rochówek
10,7,Ruszenice
10,7,Ruszenice-Kolonia
10,4,Rybnik
10,5,Różanów
10,20,Różyce
10,20,Różyce Żmijowe
10,2,Bardzinek
10,7,Antoniów
10,20,Anastazew
10,10,Adelinów
10,7,Afryka
10,7,Adamów
10,4,Aleksandrówek
10,4,Brudzeń
10,4,Besiekiery
10,4,Biała Góra
10,10,Salkowszczyzna
10,4,Borów
10,5,Brodne-Józefów
10,5,Brodne-Towarzystwo
10,7,Bronów
10,20,Bibianów
10,17,Borki Walkowskie
10,4,Borucice
10,4,Bowętów
10,10,Kolonia Bujnice
10,10,Góry Rdułtowskie
10,12,Kolonia Myśliwczów
10,12,Perzyny
10,12,Spalastry
10,4,Srebrna Wieś
10,17,Stanisławów
10,4,Stanisławki
10,11,Czepów
10,11,Orzeszków-Kolonia
10,11,Rożniatów-Kolonia
10,11,Stanisławów
10,4,Sobótka-Kolonia
10,7,Soczówki
10,20,Sokola Góra
10,5,Sokołów-Kolonia
10,5,Sokołów-Towarzystwo
10,4,Smolice
10,7,Sobień
10,7,Skumros
10,4,Sławęcin
10,4,Smardzew
10,7,Siedlów
10,7,Sielec
10,20,Skórka
10,7,Skórkowice
10,7,Skronina
10,16,Liciążna
10,4,Leszno
10,20,Leźnica Wielka
10,11,Kazimierzów
10,16,Lubochnia Dworska
10,20,Lućmierz
10,7,Ławki
10,4,Łyżki
10,17,Skaleniec
10,7,Sędów
10,7,Malenie
10,7,Malków
10,4,Byszew
10,4,Bugaj
10,4,Budki
10,7,Budków
10,18,Chotynin
10,7,Chełsty
10,4,Celinów
10,20,Chociszew
10,16,Brzustów
10,2,Pomarzany
10,1,Poręby
10,12,Gałkowice Nowe
10,12,Gałkowice Stare
10,1,Dębina
10,1,Kuców
10,4,Stara Sobótka
10,1,Karolów
10,10,Józefina
10,10,Kolonia Bujniczki
10,10,Kolonia Kotków
10,10,Kolonia Plucice
10,5,Boczki Chełmońskie
10,5,Różyce-Żurawieniec
10,18,Chróścin
10,5,Chruśle
10,20,Chrząstów Wielki
10,20,Chrząstówek
10,4,Chorki
10,17,Chorzyna
10,7,Dąbie
10,17,Czernice
10,5,Czerniew
10,20,Sulimy
10,4,Szłapy
10,7,Straszowa Wola
10,9,Szczyty-Las
10,12,Stępki
10,5,Stępów
10,4,Stary Besk
10,7,Marcinków
10,20,Mariampol
10,10,Kopanina
10,20,Mamień
10,10,Kolonia Żuchowice
10,20,Mikołajew
10,18,Mieleszyn
10,10,Mikołajów
10,7,Miedzna Drewniana
10,7,Miedzna Murowana
10,20,Stary Chrząstów
10,7,Młynek
10,9,Młynki
10,7,Nadole
10,4,Nagórki
10,5,Natolin Kiernoski
10,11,Ner-Kolonia
10,11,Ner-Parcel
10,5,Niedzieliska
10,1,Młynki
10,7,Niemojowice
10,20,Mrożewice
10,7,Nowa Góra
10,20,Nowa Jerozolima
10,7,Myślibórz
10,4,Nowa Sobótka
10,17,Nowa Wieś
10,4,Nowa Wieś
10,10,Krosno-Dąbrowy
10,9,Krysiaki
10,10,Krzepczów Nowy
10,10,Krzepczów Stary
10,7,Dłużniewice
10,17,Dolina Czernicka
10,10,Dorotów
10,9,Draby
10,17,Drobnice
10,16,Dąbrowa
10,17,Dębina
10,5,Tydówka
10,17,Walków
10,20,Śliwniki
10,20,Śniatowa
10,20,Nowomłyny
10,4,Nowy Besk
10,16,Nowy Olszowiec
10,4,Teofilki
10,16,Teofilów
10,5,Teresew
10,20,Tkaczewska Góra
10,20,Trojany
10,7,Trojanowice
10,7,Tomaszów
10,7,Topolice
10,14,Robaszew
10,10,Porosło
10,4,Olszewa
10,4,Odechów
10,10,Ryszardów
10,1,Parchliny
10,10,Pieńki Gorzkowskie
10,7,Wąglany
10,7,Wierzchowisko
10,18,Wiewiórka
10,4,Pieczew
10,4,Ostrówek
10,4,Piaski
10,18,Piaski
10,20,Piaskowice
10,7,Pilichowice
10,4,Piotrkówek
10,7,Widuch
10,14,Wiechutki
10,20,Wielka Wieś
10,7,Petrykozy
10,7,Paszkowice
10,7,Parczów
10,7,Parczówek
10,5,Osiny
10,4,Osiny
10,20,Opole
10,20,Orła
10,7,Ossa
10,2,Ostałów
10,5,Wola Stępowska
10,5,Wiśniewo
10,5,Witusza
10,14,Cienia
10,14,Kamienna-Wieś
10,14,Stok Nowy
10,14,Włocin-Wieś
10,3,Wilkowyja
10,3,Dąbrówka
10,11,Gajówka-Wieś
10,11,Dąbrówka Górna
10,11,Gajówka-Kolonia
10,11,Kołoszyn
10,14,Lipicze Górne
10,11,Kolonia Byczyna
10,11,Chropy-Kolonia
10,11,Łężki-Kolonia
10,11,Łężki-Parcel
10,11,Niewiesz-Kolonia
10,14,Dąbrówka
10,17,Złota Góra
10,3,Grabówie
10,3,Ochle-Kolonia
10,3,Rogóźno
10,3,Kolonia Zawady
10,19,Annopole Stare
10,19,Izabelów
10,19,Annopole Nowe
10,19,Rębieskie
10,19,Kłady
10,5,Zamiary
10,7,Zakrzów
10,16,Zakościele
10,20,Wytrzyszczki
10,12,Niesulów
10,12,Ojrzeń
10,18,Stępna
10,18,Nalepa
10,18,Radostów Drugi
10,18,Załozie
10,18,Zataje
10,20,Leonardów
10,16,Magdalenka
10,10,Białek
10,10,Grabowiec
10,10,Czerno
10,10,Borzęcin
10,16,Chrzemce
10,12,Kolonia Przerąb
10,7,Nowe Błogie
10,10,Pieńki Karlińskie
10,7,Stara Wieś
10,7,Wólka Dobromirowa
10,7,Zameczek
10,7,Dąbrówka
10,7,Pomyków
10,10,Przewóz
10,9,Sulmierzyce-Kolonia
10,1,Sadykierz
10,1,Drzyzdówki
10,2,Franki
10,2,Iwiczna
10,2,Adamowice
10,2,Krzesin-Parcela
10,4,Gawronki
10,2,Mnich-Probostwo
10,2,Dobrzewy
10,17,Biała-Parcela Druga
10,17,Biała-Parcela Trzecia
10,17,Wygoda
10,17,Dziadownia
10,17,Kącik
10,17,Góry Młyńskie
10,14,Przerycie
10,14,Bugaj
10,4,Źrebięta
10,4,Wygorzele
10,11,Sucha Dolna
10,11,Sucha Górna
10,1,Bogumiłów
10,18,Żdżary
10,7,Żelazowice
10,20,Żelgoszcz
10,17,Zofia
10,3,Wielka Wieś A
10,3,Wielka Wieś B
10,1,Czyżów
10,7,Zdyszewice
10,4,Żaczki
10,12,Żarki
10,16,Żądłowice
10,1,Piaski
10,3,Czestków-Osiedle
10,11,Gajówka-Parcel
10,17,Mokrsko-Osiedle
10,10,Bukowina
10,20,Duraj
10,17,Felinów
10,4,Filipów
10,20,Florentynów
10,20,Florianki
10,17,Gabrielów
10,4,Dunaj
10,4,Gadka
10,1,Dęby Wolskie-Kolonia
10,9,Sadowiec-Wieś
10,10,Piotrów
10,11,Plewnik Pierwszy
10,4,Gać
10,18,Podbolesławiec
10,17,Piskornik Czernicki
10,4,Pociecha
10,14,Kurek
10,14,Podawacz
10,14,Ciupki
10,14,Przedłęcze
10,14,Zagóra
10,14,Zagórcze
10,14,Narty
10,14,Pipie
10,14,Łyszczarze
10,14,Lipka
10,14,Pasie
10,14,Kurpie
10,14,Karsznie
10,14,Salamony
10,14,Sowizdrzały
10,14,Szymaszki
10,14,Ciągnisze
10,14,Pluty
10,8,Orpelów-Numerki
10,8,Przygoń
10,14,Lipicze
10,14,Górka Klonowska-Kolonia
10,14,Górka Klonowska
10,14,Kiełbasy
10,14,Morasy
10,14,Sowizdrzały
10,14,Liski
10,14,Uników Kapitulny
10,11,Nerki
10,11,Stara Dąbrowa
10,11,Popów-Kolonia
10,17,Malinówka
10,17,Smugi
10,11,Pauzew
10,11,Wilkowice
10,11,Wierzbówka
10,11,Budy Jeżewskie
10,11,Nowy Świat
10,11,Maksymilianów
10,19,Dionizów
10,19,Kęszyce
10,14,Zapowiednik
10,21,Janinów
10,21,Michałów
10,15,Witoldów
10,5,Uchań Dolny
10,5,Uchań Górny
10,15,Maków-Kolonia
10,15,Ulanów
10,15,Suliszewek
10,21,Rogów-Wieś
10,15,Nowe Rowiska
10,11,Wylazłów
10,1,Wola Grzymalina
10,10,Dąbrowa
10,1,Faustynów
10,1,Grabek
10,9,Zabrzezie
10,8,Babice
10,8,Bechcice-Wieś
10,8,Stanisławów Nowy
10,8,Wola Puczniewska
10,8,Stanisławów Stary
10,8,Orzechów
10,8,Dziektarzew
10,8,Jerwonice
10,8,Kazimierz
10,8,Malanów
10,8,Mianów
10,8,Mikołajewice
10,8,Mirosławice
10,8,Prusinowice
10,8,Puczniew
10,8,Florentynów
10,8,Szydłów
10,8,Wrząca
10,8,Wygoda Mikołajewska
10,8,Zalew
10,8,Zdziechów
10,8,Żurawieniec
10,8,Zygmuntów
10,8,Albertów
10,8,Babiczki
10,8,Charbice Dolne
10,8,Charbice Górne
10,8,Czołczyn
10,8,Franciszków
10,8,Madaje Nowe
10,8,Antoniew
10,8,Zdziechów Nowy
10,8,Prusinowiczki
10,8,Jeziorko
10,8,Szydłówek
10,8,Legendzin
10,8,Bechcice-Parcela
10,8,Bechcice-Kolonia
10,15,Bolimowska Wieś
10,15,Humin
10,15,Humin-Dobra Ziemskie
10,15,Jasionna
10,15,Joachimów-Mogiły
10,15,Józefów
10,15,Kęszyce-Wieś
10,15,Kolonia Bolimowska-Wieś
10,15,Kolonia Wola Szydłowiecka
10,15,Kurabka
10,15,Nowe Kęszyce
10,15,Podsokołów
10,15,Sokołów
10,15,Wola Szydłowiecka
10,15,Wólka Łasiecka
10,15,Ziąbki
10,15,Ziemiary
10,15,Łasieczniki
10,15,Sierzchów
10,16,Dębniak
10,10,Dzięciary
10,10,Cieślin
10,16,Ciosny
10,10,Bryszki
10,10,Budy
10,10,Bogumiłów
10,16,Bronisławów
10,21,Brynica
10,10,Budy Porajskie
10,16,Buków
10,16,Buków-Parcel
10,10,Cekanów
10,20,Cesarka
10,10,Biała Róża
10,16,Bielina
10,10,Białocin
10,2,Augustopol
10,10,Bazar
10,2,Baby
10,10,Bagno
10,16,Aleksandrów
10,21,Frydrychów
10,10,Gieski
10,21,Góra
10,2,Iwiny
10,16,Helenów
10,10,Ignaców
10,6,Tuszyn
